,font,ID,en,ru,ko,cn,es,de,ja,
,24,verify_scan_qr_code,Scan QR Code,Сканировать QR-код,QR코드 스캔,扫描二维码,Escanear código QR,QR-Code scannen,QRコードをスキャンしてください
,24,calculat_modal_title,Calculating,Расчет,계산중 ,计算中...,Calculando,Berechnung,計算しています
,20,verify_modal_desc,Calculating Auth Code...,Вычисление кода авторизации...,인증 코드 받기 ,获取验证码...,Calculando código de autorización...,Berechne Authentifizierungscode...,認証コードを計算中...
,36,verification_code_title,Verification Code,Код проверки,인증 코드,验证码,Código de verificación,Bestätigungscode,認証コード
,24,verification_success,Verified,Проверено,인증 성공,验证成功,Verificado,Verifiziert,検証済み
,20,verification_code_desc,Enter this code on Forgebox's official website to verify your device's security.,"Введите этот код на официальном сайте Forgebox, чтобы проверить подлинность устройства.","""장치 확인"" 페이지에 인증 코드를 입력하여 장치 안전성을 확인할 수 있습니다. ","在""设备验证""页面上输入验证码,检查您的设备是否安全.",Ingresa este código en el sitio web oficial de Forgebox para verificar la seguridad de tu dispositivo,"Geben Sie diesen Code auf der offiziellen Website von Forgebox ein, um die Sicherheit Ihres Geräts zu überprüfen.",Forgeboxの公式ウェブサイトにこのコードを入力して、デバイスのセキュリティを確認してください.
,28,verification_code_failed_title,Unauthorized breach attempt detected!,Осторожно! Ваше устройство скомпрометировано!,무단 위반 시도가 감지되었습니다!,设备异常!,¡Se ha detectado un intento de violación no autorizada!,Unberechtigter Eindringversuch erkannt!,不正な侵入試行が検出されました！
,20,verification_code_failed_desc,"Your device may have been compromised, posing a risk to your sensitive data and digital assets.For your safety, we recommend erasing all personal data and contacting Forgebox Support team immediately for assistance.","Ваше устройство могло быть скомпрометировано, что представляет угрозу для ваших конфиденциальных данных и цифровых активов.В целях безопасности мы рекомендуем удалить все личные данные и немедленно обратиться в службу поддержки Forgebox за помощью.","장치는 잠재적으로 변조될 수 있으며, 개인 데이터 및 디지털 자산에 위협이 될 수 있습니다.자산 보안을 위해 모든 개인 데이터를 삭제하고 즉시 키스톤 지원팀에 연락하여 도움을 요청할 것을 권장합니다.","您的设备存在潜在篡改可能,这将会对您的隐私数据和数字资产造成威胁.为了您的资产安全,我们建议您删除所有个人数据,并立即与Forgebox支持团队联系以寻求帮助.","Tu dispositivo puede haber sido comprometido, lo que representa un riesgo para tus datos sensibles y activos digitales. 
Para tu seguridad, recomendamos borrar todos los datos personales y contactar de inmediato al equipo de soporte de Forgebox para obtener ayuda.","Ihr Gerät könnte kompromittiert worden sein, was ein Risiko für Ihre sensiblen Daten und digitalen Vermögenswerte darstellt. Zu Ihrer Sicherheit empfehlen wir, alle persönlichen Daten zu löschen und sofort das Forgebox-Supportteam zu kontaktieren, um Hilfe zu erhalten",お使いのデバイスは侵害された可能性があり、機密データおよびデジタル資産にリスクが及ぶことがあります。安全のため、すべての個人データを消去し、直ちにForgeboxサポートチームに連絡して支援を受けることをお勧めします
,20,verify_qr_link,https://keyst.one/verify,https://keyst.one/verify,https://keyst.one/verify,https://keyst.one/verify,https://keyst.one/verify,https://keyst.one/verify,https://keyst.one/verify
Firmware Update,36,firmware_update_title,Firmware Update,Обновление прошивки,펌웨어 업데이트,固件升级,Actualización de firmware,Firmware-Update,ファームウェアアップデート
,20,firmware_update_desc,"To unlock the newest features, please update your firmware to the latest version.",Чтобы получить больше возможностей обновите прошивку до последней версии.,최신 기능을 경험하시려면 최신 펌웨어를 다운로드하십시오!,"如需体验最新功能,请下载最新固件!","Para desbloquear las características más recientes, por favor actualiza el firmware a la última versión.","Um die neuesten Funktionen freizuschalten, aktualisieren Sie bitte Ihre Firmware auf die neueste Version",最新の機能を利用するためには、ファームウェアを最新バージョンにアップデートしてください
,28,firmware_update_via_sd,Via MicroSD Card,Через MicroSD карту,MicroSD 카드,MicroSD卡,A través de la tarjeta MicroSD,Über MicroSD-Karte,マイクロSDカード経由
,28,firmware_update_via_usb,Via USB,Через USB кабель,USB,USB,A través de USB,Via USB,USB経由で
,36,firmware_update_usb_title,USB Update,USB обновление,USB 업데이트,USB 更新,Actualización de USB,USB-Update,USBアップデート
,20,firmware_update_desc1,Ensure that your Forgebox has at least 40% battery life remaining.,"Убедитесь, что у вашего Forgebox осталось не менее 40% заряда батареи.",장치 배터리가 40% 이상인지 확인하십시오.,请确保您的设备电量高于 40%.,Asegúrate de que tu Forgebox tenga al menos un 40% de batería restante,"Stellen Sie sicher, dass Ihr Forgebox noch mindestens 20 % Batterielebensdauer hat.",Forgeboxが少なくとも40%のバッテリー残量を確保してください.
,20,firmware_update_desc2,Go to Forgebox's firmware update page using your computer or smartphone.,Перейдите на страницу обновления прошивки Forgebox с помощью компьютера или смартфона.,컴퓨터 또는 스마트폰을 사용하여 Forgebox의 펌웨어 업데이트 페이지로 이동합니다.,使用计算机或手机进入 Forgebox 的固件更新页面.,Ve a la página de actualización de firmware de Forgebox utilizando tu computadora o teléfono inteligente,Gehen Sie mit Ihrem Computer oder Smartphone zur Firmware-Aktualisierungsseite von Forgebox.,コンピュータまたはスマートフォンを使用して、Forgeboxのファームウェアのアップデートページにアクセスしてください.
,20,firmware_update_usb_desc3,Connect your Forgebox to your computer using a USB-C cable.,Подключите Forgebox к компьютеру с помощью кабеля USB-C.,USB-C 케이블을 사용하여 장치를 컴퓨터에 연결합니다.,使用 USB-C 线缆将设备连接至计算机.,Conecta tu Forgebox a tu computadora usando un cable USB-C,Verbinden Sie Ihren Forgebox mit Ihrem Computer über ein USB-C-Kabel.,「USB-Cケーブルを使用して、キーストーンをコンピュータに接続してください.」
,20,firmware_update_usb_desc4,Click the #F5870A Install Update# button on the webpage and follow the instructions to install the latest firmware.,Нажмите кнопку #F5870A Установить обновление# на веб-странице и следуйте инструкциям по установке.,"""WebUSB 펌웨어 업그레이드"" 페이지에서 #F5870A 연결 시작 #버튼을 클릭한 다음 안내를 따라 최신 펌웨어를 설치합니다.","单击 ""WebUSB 固件升级"" 页面上的#F5870A 开始连接#按钮,然后根据提示安装最新的固件.",Haz clic en el botón #F5870A Instalar Actualización# en la página web y sigue las instrucciones para instalar el firmware más reciente,"Klicken Sie auf die Schaltfläche ""Aktualisieren installieren"" #F5870A# auf der Webseite und folgen Sie den Anweisungen, um die neueste Firmware zu installieren.",ウェブページ上の「#F5870A インストールの更新#」ボタンをクリックし、最新のファームウェアをインストールするための指示に従ってください.
,20,firmware_update_usb_title2,Caution,Внимание,경고,警告,Precaución,Vorsicht,注意
,20,firmware_update_usb_desc5,Do not unplug the USB cable while the installation process is underway.,Не отключайте USB кабель во время процесса установки.,"업그레이드 중, USB 연결을 유지해 주세요.","升级中,请保持 USB 连接.",No desconectes el cable USB mientras el proceso de instalación esté en curso,Ziehen Sie das USB-Kabel während des Installationsvorgangs nicht ab.,インストールプロセスが進行中の間は、USBケーブルを抜かないでください.
,28,firmware_update_usb_qr_title,Firmware Update,Обновление прошивки,펌웨어 업데이트,固件升级,Actualización del firmware,Firmware-Update,ファームウェアアップデート
,20,firmware_update_usb_qr_link,https://keyst.one/webusb,https://keyst.one/webusb,https://keyst.one/webusb,https://keyst.one/webusb,https://keyst.one/webusb,https://keyst.one/webusb,https://keyst.one/webusb
,28,firmware_update_usb_connect_info_title,Connect to This Device?,Подключить устройство?,이 장치에 연결하시겠습니까?,连接到此设备?,¿Conectarse a este dispositivo?,Mit diesem Gerät verbinden?,このデバイスに接続しますか?
,20,firmware_update_usb_connect_info_desc,"Once connected, the external device will gain permission to transfer data to your Forgebox.",После подключения внешнее устройство получит разрешение на передачу данных на Forgebox.,연결되면 외부 장치는 데이터를 Forgebox으로 전송할 수 있는 권한을 갖게 됩니다.,"连接后,外部设备将获得将数据传输到 Forgebox 的权限.","Una vez conectado, el dispositivo externo obtendrá permiso para transferir datos a tu Forgebox.","Sobald verbunden, erhält das externe Gerät die Erlaubnis, Daten auf Ihren Forgebox zu übertragen.",接続が完了すると、外部デバイスはForgeboxにデータを転送する許可が得られます.
,20,firmware_update_updating_desc,Takes around 10 mins,Это займет около 10 минут,약 10분 소요,大约需要 10 分钟,Toma alrededor de 10 minutos,Dauert etwa 10 Minuten.,約10分かかります.
,20,firmware_update_usb_updating_hint,Do not disconnect the USB cable during the installation process.,Не отключайте USB кабель во время процесса установки.,"업그레이드 중, USB 연결을 유지해 주세요.","升级中,请保持 USB 连接.",No desconectes el cable USB durante el proceso de instalación,Trennen Sie während des Installationsvorgangs nicht das USB-Kabel.,インストールプロセス中にUSBケーブルを切断しないでください.
,36,firmware_update_sd_title,MicroSD Update,MicroSD обновление,microSD 업데이트,MicroSD更新,Actualización de MicroSD,Die Aktualisierung der MicroSD,マイクロSDのアップデート
,20,firmware_update_sd_desc2_link,https://keyst.one/firmware,https://keyst.one/firmware,https://keyst.one/firmware,https://keyst.one/firmware,https://keyst.one/firmware,https://keyst.one/firmware,https://keyst.one/firmware
,20,firmware_update_sd_desc3,Transfer the firmware file (forgebox.bin) to your Forgebox using a MicroSD card formatted in FAT32.,Перенесите файл с прошивкой (forgebox.bin) на Forgebox используя MicroSD карту с форматированием FAT32.,펌웨어(forgebox.bin)를 microSD(포맷: FAT32)에 다운로드하고 SD 카드를 장치에 연결합니다.,"将固件(forgebox.bin)下载到 FAT32 格式的 microSD 卡内,插入到设备中.",Transfiere el archivo de firmware (forgebox.bin) a tu Forgebox utilizando una tarjeta MicroSD formateada en FAT32,Übertragen Sie die Firmware-Datei (forgebox.bin) mithilfe einer mit FAT32 formatierten MicroSD-Karte auf Ihren Forgebox.,Forgeboxにファームウェアファイル(forgebox.bin)をMicroSDカードに転送し、そのカードをFAT32形式でフォーマットしてください.
,20,firmware_update_sd_desc4,Tap the #F5870A Update# button below to initiate the process.,"Нажмите кнопку #F5870A Обновить# ниже, чтобы начать процесс.",하단의 #F5870A 업데이트 #버튼을 누르시면 업그레이드가 시작됩니다.,"点击下方的#F5870A 更新#按钮,开始升级.",Toca el botón 'Actualizar' #F5870A que se encuentra debajo para iniciar el proceso,"Tippen Sie unten auf die Schaltfläche ""Update"" in der Farbe #F5870A, um den Vorgang zu starten.",プロセスを開始するには、下の#F5870Aアップデート#ボタンをタップしてください
,24,firmware_update_sd_copying_title,Starting Update,Старт обновления,업데이트 시작,开始更新,Actualización en curso,Update wird gestartet,アップデートを開始します
,20,firmware_update_sd_copying_desc,Do not remove the MicroSD Card while the update is underway.,Не доставайте MicroSD карту во время загрузки прошивки.,업그레이드 중에는 microSD 카드를 제거하지 마십시오.,"升级过程中,请勿移除 microSD 卡.",No retires la tarjeta MicroSD mientras la actualización esté en curso,"Entfernen Sie die MicroSD-Karte nicht, während das Update im Gange ist.",アップデート中はMicroSDカードを取り外さないでください.
,28,firmware_update_sd_dialog_title,New Firmware Detected,Обнаружено новое программное обеспечение,새 펌웨어가 감지되었습니다,检测到新固件,Actualización disponible,Neue Firmware erkannt,新しいファームウェアが検出されました
,20,firmware_update_sd_dialog_desc,Do you want to update your device's firmware to the new version?,Вы хотите обновить прошивку вашего устройства до новой версии?,새 버전으로 기기의 펌웨어를 업데이트하시겠습니까?,您想将设备的固件更新到新版本吗?,Una nueva versión de firmware está disponible. ¿Quieres actualizar el firmware de tu dispositivo a la nueva versión?,Möchten Sie die Firmware Ihres Geräts auf die neue Version aktualisieren?,デバイスのファームウェアを新しいバージョンに更新しますか?
,28,firmware_update_sd_failed_access_title,MicroSD Card Not Detected,MicroSD карта не обнаружена,MicroSD 카드 인식 실패,未检测到 microSD 卡,Tarjeta MicroSD no detectada,Die MicroSD-Karte wird nicht erkannt.,マイクロSDカードが検出されていません.
,20,firmware_update_sd_failed_access_desc,Please ensure that you have properly inserted the MicroSD Card.,"Убедитесь, что вы правильно вставили MicroSD карту",MicroSD 카드가 올바르게 연결되었는지 확인하십시오.,请确保您已正确插入了microSD卡.,"Por favor, asegúrate de haber insertado correctamente la tarjeta MicroSD.","Bitte stellen Sie sicher, dass Sie die MicroSD-Karte ordnungsgemäß eingefügt haben.",マイクロSDカードが正しく挿入されていることを確認してください.
,28,firmware_update_no_upgradable_firmware_title,No Upgradable Firmware Detected,Обновляемой прошивки не обнаружено,업그레이드 가능한 펌웨어를 찾을 수 없습니다.,未检测到可升级固件,No se detectó firmware actualizable,Keine aktualisierbare Firmware erkannt,アップグレード可能なファームウェアが検出されませんでした.
,20,firmware_update_no_upgradable_firmware_desc,Your device firmware version is higher than or equal to the one on your microSD card.,Обновляемой прошивки не обнаружено,장치의 현재 버전이 MicroSD 카드의 펌웨어 버전보다 높거나 같습니다.,设备当前版本已高于或等于 microSD 卡上的固件版本.,La versión del firmware de tu dispositivo es superior o igual a la que está en tu tarjeta microSD,Ihre Geräte-Firmware-Version ist höher als oder gleich der auf Ihrer microSD-Karte.,あなたのデバイスのファームウェアバージョンは、マイクロSDカードに保存されているものと同じかそれよりも高いです.
,20,firmware_update_deny_input_password,Enter Password,Введите пароль,비밀번호 입력,输入密码,Introduce la contraseña,Geben Sie das Passwort ein,パスワードを入力してください.
,28,firmware_update_deny_title,Unlock Device Required,Разблокируйте устройство,장치 잠금 해제 필요합니다. ,需要解锁设备,Es necesario desbloquear el dispositivo,Gerät entsperren erforderlich,デバイスのロック解除が必要です.
,20,firmware_update_deny_desc,You need to unlock your device to upgrade the firmware version.,Необходимо разблокировать устройство для обновления прошивки.,펌웨어 버전을 업그레이드하려면 장치의 잠금을 해제해야 합니다.,您需要解锁设备以升级固件版本.,Necesitas desbloquear tu dispositivo para actualizar la versión del firmware,"Sie müssen Ihr Gerät entsperren, um die Firmware-Version zu aktualisieren.",デバイスのファームウェアバージョンをアップグレードするためには、デバイスのロックを解除する必要があります.
,24,Quit,Quit,Выйти,종료,退出,Salir,Aufhören,辞める
,24,Address,Address,Адрес,주소,地址,Dirección,Adresse,住所
,20,Primary_Address,Primary Address,Основной адрес,기본 주소,主地址,Dirección Principal,Hauptadresse,主要住所
,20,Sub_Address,Subaddress,Подадрес,하위 주소,子地址,Dirección Secundaria,Nebenadresse,サブ住所
,28,update_success,Update Successful,Обновление завершено,업그레이드 성공,升级成功,Actualización exitosa,Update erfolgreich,更新が完了しました.
,20,illustrate_supplement,.,.,.,小秒天,,.,秒
,20,Undo,Undo,отменить,되돌리다,撤销,Deshacer,Rückgängig machen,アンドゥ
About Info,24,about_info_firmware_version,Firmware Version,Версия прошивки,펌웨어 버전,固件版本,Versión de firmware,Firmware-Version,ファームウェアバージョン
,24,about_info_firmware_version_head,Firmware,Прошивка,펌웨어,固件,Firmware,Firmware,ファームウェア
,24,about_info_serial_number,Serial Number,Серийный номер,제조 번호,序列号,Número de serie,Seriennummer,シリアルナンバー
,24,about_info_export_log,Export System Log,Выгрузка логов,시스템 로그 내보내기,导出系统日志,Exportar el registro del sistema,Systemprotokoll exportieren,エクスポートシステムログ
,24,about_info_device_uid,Device UID,IOD устройства,장치 UID,设备UID,UID del dispositivo,Gerät UID,デバイスUID
,24,about_info_fingerprint_firmware_version,Fingerprint Firmware Version,Отпечаток версии прошивки,지문 펌웨어 버전,指纹固件版本,Versión del firmware de huella dactilar,Fingerabdruck-Firmware-Version,指紋のファームウェアバージョン
,24,about_info_battery_voltage,Battery Voltage,Напряжение батареи,배터리 전압,电池电压,Voltaje de la batería,Batteriespannung,バッテリー電圧
,28,about_info_result_export_successful,Export Successful,Успешная выгрузка,내보내기 성공,导出成功,Exportación exitosa,Export erfolgreich,エクスポートが成功しました.
,20,about_info_result_export_successful_desc,Your system log has been successfully exported to the MicroSD Card.,Системные логи были успешно выгружены на MicroSD карту.,시스템 로그를 MicroSD 카드로 내보냈습니다.,您的系统日志已成功导出到 microSD 卡.,El registro de tu sistema ha sido exportado correctamente a la tarjeta MicroSD,Ihr Systemprotokoll wurde erfolgreich auf die MicroSD-Karte exportiert.,システムログはMicroSDカードに正常にエクスポートされました.
,28,about_info_result_export_failed,Export Failed,Ошибка выгрузки,내보내기 실패,导出失败,Exportación fallida,Export fehlgeschlagen,エクスポートに失敗しました.
,20,about_info_result_export_failed_desc_no_sdcard,Please ensure you've inserted a MicroSD Card formatted in FAT32.,"Убедитесь, что вы вставили MicroSD карту, отформатированную в FAT32.",FAT32로 포맷된 MicroSD 카드를 삽입했는지 확인하십시오.,请确保您插入了 FAT32 格式的 microSD 卡.,Por favor asegúrate de haber insertado una tarjeta MicroSD formateada en FAT32,"Bitte stellen Sie sicher, dass Sie eine MicroSD-Karte im Format FAT32 eingefügt haben.",FAT32でフォーマットされたMicroSDカードが正しく挿入されていることをご確認ください.
,20,about_info_result_export_failed_desc_no_space,Please make sure your MicroSD card has enough memory.,"Убедитесь, что на MicroSD карте достаточно памяти.",MicroSD 카드에 충분한 메모리가 있는지 확인해 주세요.,请确保您的 microSD 卡具有足够的内存.,"Por favor, asegúrate de que tu tarjeta MicroSD tenga suficiente memoria.","Bitte stellen Sie sicher, dass Ihre MicroSD-Karte genügend Speicherplatz hat.",MicroSDカードの容量が十分であることを確認してください.
,20,about_info_export_file_name,File name:,прошивкой Название:,파일명,文件名,Nombre de archivo:,Dateiname:,ファイル名:
,28,about_info_export_to_sdcard,Export Log to MicroSD Card,Выгрузить логи на MicroSD,MicroSD 카드로 로그 내보내기,将日志导出到 microSD卡,Exportar registro a tarjeta MicroSD,Exportieren Sie das Protokoll auf eine MicroSD-Karte.,マイクロSDカードにログをエクスポート
,20,about_info_verify_firmware_desc, This is an advanced feature for developers to verify that the firmware running on your Forgebox device is consistent with the one we open-sourced.,"Это расширенная функция, позволяющая разработчикам проверить, соответствует ли прошивка устройства Forgebox той версии, исходный код которой мы предоставили в открытом доступе",이 기능은 개발자들이 키스톤 장치에서 실행중인 펌웨어가 우리가 오픈 소스로 공개한 펌웨어와 일치하는지 확인하기 위한 고급 기능입니다,"这是一个高级功能,用于开发人员验证在Forgebox设备上运行的固件是否与我们开源的固件相一致.","Esta es una función avanzada para los desarrolladores, que les permite verificar que el firmware que se está ejecutando en tu Forgebox es consistente con el que hemos abierto.","Dies ist ein fortgeschrittenes Feature für Entwickler, um zu überprüfen, ob die Firmware auf Ihrem Forgebox-Gerät mit der von uns freigegebenen Firmware übereinstimmt.",これは開発者向けの高度な機能で、 Forgeboxデバイス上で実行されるファームウェアがオープンソース化されたものと一致していることを検証するためのものです
,20,about_info_verify_firmware_step1,Go to Forgebox's open-sourced GitHub repo and follow the instructions to build your firmware and get the checksum.,"Перейдите в репозиторий Forgebox на GitHub с открытым исходным кодом и следуйте инструкциям, чтобы собрать прошивку и получить контрольную сумму",Forgebox의 오픈 소스 GitHub 저장소로 이동하여 펌웨어를 빌드하고 체크섬을 얻는 지침을 따르세요,"进入 Forgebox 的开源 GitHub 页面,并按照说明进行构建固件并计算对应校验和.",Ve al repositorio de GitHub de Forgebox de código abierto y sigue las instrucciones para construir tu firmware y obtener el checksum,"Gehen Sie zum Open-Source-GitHub-Repo von Forgebox und befolgen Sie die Anweisungen, um Ihre Firmware zu erstellen und die Prüfsumme zu erhalten.","これは開発者向けの高度な機能で,Forgebox デバイス上で実行されるファームウェアがオ ープンソース化されたものと一致して いることを検証するためのものです"
,20,about_info_verify_firmware_step2,Click the #F5870A Checksum# button next to the firmware download.,Нажмите кнопку #F5870A Контрольная# #F5870A сумма# рядом с загрузкой прошивки,펌웨어 페이지에서 "펌웨어 다운로드" 버튼 옆의 #F5870A Checksum#을 클릭합니다.,"点击固件页面中,""固件下载""按钮旁的 #F5870A Checksum#.",Haz clic en el botón #F5870A Checksum# junto a la descarga del firmware,Klicken Sie auf die Schaltfläche #F5870A Prüfsumme# neben dem Firmware-Download.,ファームウェアのダウンロード横にある「#F5870A チェックサム#」ボタンをクリックしてください.
,20,about_info_verify_firmware_step3,Tap the #F5870A Show Checksum# button below and compare the info shown on the webpage and your device.,"Нажмите кнопку #F5870A Показать контрольную# #F5870A сумму# ниже и сравните информацию, отображаемую на веб-странице и на вашем устройстве",아래의 #F5870A 체크섬 보기# 버튼을 눌러 웹페이지에 표시된 정보와 장치의 정보를 비교하세요,"点击下面的 #F5870A 展示校验和# 按钮,然后将第二步的校验和与之进行对比.",Toca el botón de #F5870A Ver suma de comprobación# a continuación y compara la información mostrada en la página web y en tu dispositivo,"Tippen Sie auf die Schaltfläche #F5870A Prüfsumme anzeigen# unten und vergleichen Sie die Informationen, die auf der Webseite und Ihrem Gerät angezeigt werden.",以下のウェブページとデバイス上に表示された情報を比較するために、下の#F5870A サムチェックボタン#をタップしてください.
,36,about_info_verify_source_code_title,Verify Source Code,Проверка исходного кода,소스 코드 검증,验证源代码,Verificar Código Fuente,Überprüfe den Quellcode,ソースコードを検証する
,36,about_info_verify_checksum_title,Checksum,Контрольная сумма,체크섬,校验和,Suma de verificación,Prüfsumme,チェックサム
,20,about_info_verify_checksum_text,Checksum,Контрольная сумма,체크섬,校验和,Suma de comprobación,Prüfsumme,チェックサム
,20,about_info_verify_checksum_desc,"Please check if the above information matches the webpage. If it does not match, it means that your firmware may have been tampered with. Please stop using it immediately.","Проверьте, соответствует ли приведенная выше информация веб-странице. Если он не совпадает, это означает, что ваша прошивка могла быть подделана. Прекратите использование устройства.",만약 위의 정보가 자체적으로 계산한 mh1903.bin 파일의 체크섬 일치하면 오픈 소스 펌웨어가 장치의 펌웨어와 일치함을 의미합니다.,"如果以上信息与您自行计算的 mh1903.bin 文件的校验和匹配,则意味着我们的开源固件与设备中的固件一致.","Por favor verifica si la información anterior coincide con la página web. Si no coincide, significa que tu firmware podría haber sido manipulado. Por favor, deja de usarlo inmediatamente.","Bitte überprüfen Sie, ob die obigen Informationen mit der Webseite übereinstimmen. Wenn sie nicht übereinstimmen, bedeutet dies, dass Ihre Firmware manipuliert worden sein könnte. Bitte verwenden Sie sie sofort nicht mehr.",上記の情報がウェブページと一致しているか確認してください.一致しない場合、ファームウェアが改ざんされている可能性があります.即座に使用を中止してください.
,20,firmware_update_verify_firmware_qr_link,ForgeboxHQ/forgebox-firmware/docs/verify.md,ForgeboxHQ/forgebox-firmware/docs/verify.md,ForgeboxHQ/forgebox-firmware/docs/verify.md ,ForgeboxHQ/forgebox-firmware/docs/verify.md,ForgeboxHQ/forgebox-firmware/docs/verify.md,ForgeboxHQ/forgebox-firmware/docs/verify.md,ForgeboxHQ/forgebox-firmware/docs/verify.md
,20,firmware_update_sd_checksum_desc,#F5870A Show Checksum#,#F5870A Показать контрольную сумму#,#F5870A 체크섬 표시#,#F5870A 展示校验和#,#F5870A Mostrar Suma de Verificación#,#F5870A Zeige Prüfsumme#,#F5870A チェックサムを表示#
,20,firmware_update_sd_checksum_done,"Checksum:
","Контрольная сумма:
","체크섬
","校验和
",Suma de verificación:,"Prüfsumme
","チェックサム:
"
,20,firmware_update_sd_checksum_fmt,#F5870A Show Checksum(%d%%)#,#F5870A Показать контрольную сумму(%d%%)#,#F5870A 체크섬 표시 (%d%%)#,#F5870A 展示校验和 (%d%%)#,#F5870A Mostrar Suma de Verificación(%d%%)#,#F5870A Prüfsumme anzeigen(%d%%)#,#F5870A チェックサムを表示(%d%%) #
,20,firmware_update_sd_checksum_notice,"This is an optional feature to further enhance security. Compare the following checksum with the checksum of your download package on the official website, ensure that they are consistent.","Это дополнительная функция, предназначенная для дальнейшего повышения безопасности. Сравните следующую контрольную сумму с контрольной суммой вашего загружаемого пакета на официальном сайте и убедитесь, что они совпадают",보안성을 더욱 높일 수 있는 옵션 기능입니다.아래 체크섬과 공식 홈페이지에서 다운로드한 패키지의 체크섬을 비교하여 동일하게 유지하여 주시기 바랍니다.,"这是一个可选的功能,可以进一步提高安全性.将以下校验和在官方网站上的下载软件包的校验和签到,请确保它们保持一致.","Esta es una característica opcional para aumentar aún más la seguridad. Compara el siguiente checksum con el checksum de tu paquete de descarga en el sitio web oficial, asegúrate de que sean consistentes.","Dies ist eine optionale Funktion, um die Sicherheit weiter zu verbessern. Vergleichen Sie die folgende Prüfsumme mit der Prüfsumme Ihres Download-Pakets auf der offiziellen Website, stellen Sie sicher, dass sie übereinstimmen.",これはセキュリティをさらに強化するためのオプション機能です.公式ウェブサイトでのダウンロードパッケージのチェックサムと以下のチェックサムを比較し、一致することを確認してください.
,24,verify_firmware,Verify Firmware,Провека прошивки,펌웨어 검증,验证固件,Verificar firmware,Firmware überprüfen,ファームウェアを検証する
About Forgebox,24,about_keystone_title,About Forgebox,О Forgebox,About Forgebox,关于 Forgebox,Sobre Forgebox,Über Forgebox,Forgeboxについて
,28,about_keystone_website,WebSite,Сайт,웹사이트,网站,Sitio web,Webseite,ウェブサイト
,20,about_keystone_website_url,keyst.one,keyst.one,keyst.one,keyst.one,keyst.one,keyst.one,keyst.one
,28,about_keystone_twitter,Twitter,Twitter,Twitter,Twitter,Twitter,Twitter,ツイッター
,20,about_keystone_twitter_url,twitter.com/ForgeboxWallet,twitter.com/ForgeboxWallet,twitter.com/ForgeboxWallet,Twitter.com/ForgeboxWallet,twitter.com/ForgeboxWallet,twitter.com/ForgeboxWallet,twitter.com/ForgeboxWallet
