,ID(0.0.1),en,Russian,Korean,cn
Firmware Update,firmware_update_title,Firmware Update,P2,,固件升级,,
,firmware_update_desc,"To unlock the newest features, please update your firmware to the latest version.",P2,figma,如需体验最新功能，请下载最新固件！,？,
,firmware_update_via_sd,Via MicroSD Card,,,microSD卡,？,
,firmware_update_via_usb,Via USB,,,USB,？,
,firmware_update_usb_title,USB Update,P2,,USB更新,,
,firmware_update_usb_desc1,Ensure that your Keystone has at least 20% battery life remaining.,P2,,请确保您的设备电量高于20%。,,
,firmware_update_usb_desc2,Go to Keystone's firmware update page using your computer or smartphone.,P2,,使用计算机或智能手机转到Keystone的固件更新页面。,,
,firmware_update_usb_desc2_link,https://keyst.one/webusb,P2,,https://keyst.one/webusb,,
,firmware_update_usb_desc3,Connect your Keystone to your computer using a USB-C cable.,P2,,使用USB-C线缆将设备连接至计算机。,,
,firmware_update_usb_desc4,Click the #F5870A Install Update# button on the webpage and follow the instructions to install the latest firmware.,P2,,单击“WebUSB 固件升级”页面上的＃F5870A 开始连接＃按钮，然后根据提示安装最新的固件。,,
,firmware_update_usb_title2,#F5870A Caution#,P2,,＃F5870A警告＃,？,
,firmware_update_usb_desc5,Do not unplug the USB cable while the installation process is underway.,P2,,升级中，请保持USB连接。,,
,firmware_update_usb_qr_title,Firmware Update,P2,,固件升级,,
,firmware_update_usb_qr_link,https://keyst.one/webusb,P2,,https://keyst.one/webusb,,
,firmware_update_usb_connect_info_title,Connect to This Device?,P2,,连接到此设备？,,
,firmware_update_usb_connect_info_desc,"Once connected, the external device will gain permission to transfer data to your Keystone.",P2,,连接后，外部设备将获得将数据传输到Keystone的权限。,？,想了解之前为啥这样写
,firmware_update_usb_button_1,Not Now,,"""USB Update"" 页面弹窗下的按钮，新补充上的",稍后,？,
,firmware_update_usb_button_2,Connect,,"""USB Update"" 页面弹窗下的按钮，新补充上的",连接,,
,firmware_update_usb_low_title,Low Battery,,"""USB Update"" 页面弹窗下的按钮，新补充上的",低电量,,
,firmware_update_usb_low_desc,The device needs a minimum of 20% battery life to continue the process.,,"""USB Update"" 页面弹窗下的按钮，新补充上的",固件升级需要确保设备至少有 20% 以上的电量。,？,
,firmware_update_usb_low_button,OK,,"""USB Update"" 页面弹窗下的按钮，新补充上的",好的,,
,firmware_update_updating_title,Updating,,,升级中......,,
,firmware_update_updating_desc,Takes around 5 mins,P2,,大约需要5分钟,,
,firmware_update_usb_updating_hint,Do not disconnect the USB cable during the installation process.,P2,,升级中，请保持USB连接。,,
,firmware_update_sd_title,MicroSD Update,P2,figma,microSD更新,,
,firmware_update_sd_desc1,Ensure that your Keystone has at least 20% battery life remaining.,P2,,请确保您的设备电量高于20%。,,
,firmware_update_sd_desc2,Go to Keystone's firmware update page using your computer or smartphone.,P2,,使用电脑或手机访问Keystone的“固件更新”页面。,,
,firmware_update_sd_desc2_link,https://keyst.one/firmware,P2,,https://keyst.one/firmware,,
,firmware_update_sd_desc3,Transfer the firmware file (keystone3.bin) to your Keystone using a MicroSD card formatted in FAT32.,P2,,将固件（keystone3.bin）下载到 FAT32 格式的 microSD 卡内，插入到设备中。,？,
,firmware_update_sd_desc4,Tap the #F5870A Update# button below to initiate the process.,P2,,点击下方的＃F5870A 更新＃按钮，开始升级。,,
,firmware_update_sd_not_detected_title,Firmware Not Detected,P2,,未检测到固件,,
,firmware_update_sd_not_detected_desc,Please ensure that your MicroSD card is formatted in FAT32 and contains the firmware 'keystone3.bin'.,P2,,请确保您的 microSD 卡为 FAT32 格式，并包含固件“ keystone3.bin”。,,
,firmware_update_sd_copying_title,Starting Update,P2,figma,开始更新,？,
,firmware_update_sd_copying_desc,Do not remove the MicroSD Card while the update is underway.,P2,figma,升级过程中，请勿移除 microSD 卡。,,
,firmware_update_sd_dialog_title,Update Available,P2,,检测到可升级固件,？,
,firmware_update_sd_dialog_desc,A new firmware version is available. Do you want to update your device's firmware to the new version?,P2,,检测到新固件。是否将设备的固件更新为新版本？,？,
,firmware_update_sd_updating_title,Updating,P2,,升级中......,,
,firmware_update_sd_updating_desc,Takes around 5 mins,P2,,大约需要5分钟,,
,firmware_update_sd_failed_access_title,MicroSD Card Not Detected,P2,,未检测到 microSD 卡,,
,firmware_update_sd_failed_access_desc,Please ensure that you have properly inserted the MicroSD Card.,,,请确保您已正确插入了microSD卡。,,
,firmware_update_no_upgradable_firmware_title,No Upgradable Firmware Detected,,,未检测到可升级固件,,
,firmware_update_no_upgradable_firmware_desc,Your device firmware version is higher than or equal to the one on your microSD card.,,,设备当前版本已高于或等于 microSD 卡上的固件版本。,,
,firmware_update_deny_input_password_title,Please Enter Password,,新补充的,请输入密码,,
,firmware_update_deny_input_password,Enter Password,,,输入密码,,
,firmware_update_deny_title,Unlock Device Required,,没找到这个是哪块的,需要解锁设备,,
,firmware_update_deny_desc,You need to unlock your device to upgrade the firmware version.,P2,,您需要解锁设备以升级固件版本。,,
Battery,low_battery_pop_up_title,Low Battery,P2,,低电量,,
,low_battery_pop_up_desc,The device needs a minimum of 20% battery life to continue the process.,P2,,请确保您的设备电量高于20%。,,
Purpose,purpose_title,New Wallet,P2,,新建钱包,,
,purpose_desc,Create a new wallet or import an existing wallet with the seed phrase.,P0,figma,创建一个新的钱包或用助记词导入现有的钱包。,,
,purpose_new_wallet,Create Wallet,P2,,创建钱包,,
,purpose_import_wallet,Import Wallet,P2,,导入钱包,,
create wallet/single backup,single_backup_setpin_title,Set PIN Code,P0,,设置 PIN 码,,
,single_backup_setpin_desc,The PIN code will be used to unlock your wallet and authorize transactions.,P0,待定,使用 PIN 码解锁您的钱包并授权交易。,,
,single_backup_setpin_use_pin,Use PIN Code,P0,,使用 PIN 码,,
,single_backup_setpin_use_pass,Use Password,P2,,使用密码,,
,single_backup_setpass_title,Set Password,P0,,设置密码,,
,single_backup_setpass_desc,The password will be used to unlock your wallet and authorize transactions.,P0,待定,使用 PIN 码解锁您的钱包并授权交易。,,
,single_backup_setpass_desc_1,Set a strong password,,新补充的,设置强密码,,
,single_backup_setpass_error_1,Password must be at least 6 characters,,新补充的,密码必须至少 6 个字符,,
,single_backup_setpass_error_2,Password does not match,,新补充的,密码不匹配,,
,single_backup_repeatpin_title,Re-Enter PIN Code,P0,,重新输入 PIN 码,,
,single_backup_repeatpin_desc,Double confirm the PIN code you've entered.,P2,,再次确认您输入的 PIN 码。,,
,single_backup_repeatpin_error,PIN code does not match,P2,,PIN 码不匹配,,
,single_backup_repeatpass_title,Re-Enter Password,P0,,重新输入密码,,
,single_backup_repeatpass_desc,Double confirm the password you've entered.,P0,,再次确认您输入的密码。,,
,single_backup_namewallet_title,Name Your Wallet,P0,,命名您的钱包,,
,single_backup_namewallet_desc,Name your wallet and select an icon to make it easily distinguishable.,P0,,给您的钱包设置名字，并选择一个图标以使其易于区分。,,
,single_backup_namewallet_previntput,Wallet Name,P2,,钱包名称,,
,single_backup_namewallet_previntput_2,Pick an icon for your wallet,,新补充的,为您的钱包选择图标,,
,single_backup_choose_backup_title,Backup Options,P0,,备份选项,,
,single_backup_choose_backup_desc,Select the preferred method for backing up your seed phrase.,P0,,推荐使用这种方法来备份助记词。,？,
,single_backup_single_phrase_title,Standard Seed Phrase,P2,,标准的助记词,,
,single_backup_single_phrase_desc,12 or 24 seed phrase backup. Most commonly used method.,P0,,12或24个助记词备份，通常也是最常用的方法。,,
,single_backup_shamir_title,Shamir Backup,P2,,分片助记词,,
,single_backup_shamir_desc,An advanced procedure for securely storing your seed phrase.,P0,,高级选项,？,
,single_backup_learn_more_title,What is Shamir Backup?,P2,,什么是分片助记词？,,
,single_backup_learn_more_desc,The Shamir Backup method provides a highly secure way to recover a seed phrase. It involves splitting the seed phrase into multiple fragments and specifying the required number of fragments needed to restore the phrase.,P2,,分片助记词方法提供了一种高度安全的方法来备份助记词。它将助记词分成多个片段，并指定恢复助记词所需的片段数量。,？,
,single_backup_learn_more_link,Learn More,P2,,了解更多,,
,single_backup_learn_more_qr_title,What is Shamir Backup?,P2,,什么是分片助记词？,,
,single_backup_learn_more_qr_link,https://keyst.one/b/3rd/shamir,P2,,https://keyst.one/b/3rd/shamir,,
,single_backup_notice_title,Check Your Surroundings,P2,,检查您的周围环境,,
,single_backup_notice_desc1,"Never share your seed phrase with anyone else, as it grants access to your assets.",P0,figma,拥有您的助记词就可以访问您的资产，因此切勿与他人分享您的助记词。,？,
,single_backup_notice_desc2,"Ensure there are no onlookers or cameras when recording your seed phrase.
Please complete the setup process in one go to avoid any security risks.",P0,figma,请确保在没有旁观者或摄像头的环境下备份您的助记词！,？,
,single_backup_phrase_regenerate,Regenerate,P2,,再生,？,
,single_backup_phrase_regenerate_desc,Regenerate a new set of Seed Phrase?,,figma,重新生成一组助记词？,,
,single_backup_phrase_regenerate_button_1,Cancel,,新补充的,取消,,
,single_backup_phrase_regenerate_button_2,Regenerate,,新补充的,再生,？,
create wallet/phrase,single_phrase_title,Backup Your Seed,P2,,备份您的助记词,,
,single_phrase_desc,Write down your seed phrase and store it in a secure location.,P2,,写下您的助记词，然后将其存放在安全的地方。,,
,single_phrase_word_amount_select,Seed Phrase Count,P2,,助记词位数,？,
,single_phrase_12words,12 Words,P2,,12字,,
,single_phrase_24words,24 Words,P2,,24字,,
,single_phrase_confirm_title,Confirm Your Seed,P2,,确认您的助记词,,
,single_phrase_confirm_desc,Select the words below in the correct order to validate your seed phrase.,P2,,按顺序选择以下单词以验证您所保存的助记词。,,
,single_phrase_reset,Reset,P2,,重置,,
,single_phrase_not_match_title,Seed Phrase Mismatch,P2,,助记词不匹配,,
,single_phrase_not_match_desc,The seed phrase is incorrect. Please re-verify and try again.,P2,,助记词不匹配，请重新验证。,,
,single_phrase_low_battery_tilte,Low Battery,P2,,低电量,,
,single_phrase_low_battery_desc,The device needs a minimum of 20% battery life to continue the process,P2,,请确保您的设备电量高于20%。,,
createing wallet,create_wallet_generating_title,"Creating Wallet, Keep Device ON",P2,,创建钱包中，保持设备为开启状态......,？,
,create_wallet_generating_desc,Writing Secure Element...,P2,,写入安全芯片中...,,
SSB,shamir_phrase_number,Number of Shares,P2,,分片数量,,
,shamir_phrase_threold,Threshold,P2,,Threshold,？,恢复钱包的最小数量
,shamir_phrase_desc,Shamir Backup,P2,,分片助记词,,
,shamir_phrase_custodian_title,Share Share #F5870A 1#/N,P2,注意,分片＃F5870A 1＃/N,,
,shamir_phrase_custodian_desc,Please confirm you are the custodian of the Share #F5870A 1#,P2,,请确认您是该分片的持有者＃F5870A 1＃,？,
,shamir_phrase_notice_title,Check Your Surroundings,P2,,检查您的周围环境,,
,shamir_phrase_notice_desc1,"Never share your seed phrase with anyone else, as it grants access to your assets.",P2,figma,拥有您的助记词就可以访问您的资产，因此切勿与他人分享您的助记词。,,
,shamir_phrase_notice_desc2,"Ensure there are no onlookers or cameras when recording your seed phrase.
Please complete the setup process in one go to avoid any security risks.",P2,figma,请确保在没有旁观者或摄像头的环境下备份您的助记词！,,
,shamir_phrase_backup_title,Backup Your Seed,P2,figma,备份您的助记词,,
,shamir_phrase_backup_desc,Write down your Share #F5870A 1# phrase and keep it properly.,P2,,写下您的分片＃F5870A 1＃部分的助记词，并妥善保存。,,
,shamir_phrase_confirm_title,Confirm Your Seed,P2,figma,确认您的助记词,,
,shamir_phrase_confirm_desc,Select the words below in the correct order of your Share 1 phrase to validate your seed phrase.,P2,,按顺序选择以下单词，已验证您保存了当前分片的助记词。,？,
,shamir_phrase_verify_success_title,Verified,P2,待定,验证成功,,
,shamir_phrase_verify_success_desc1,"The seed phrase for this Share has been validated, please proceed to the next Share.",P2,,该分片对应的助记词已成功验证，请进入下一分片助记词的备份。,,
,shamir_phrase_verify_success_desc2,Tap the button below and hand the Keystone over to the custodian of Share 2.,P2,,点击下面的按钮，然后将 Keystone 交给分片 2 的托管人。,,
,shamir_phrase_not_match_title,Seed Phrase Mismatch,P2,,助记词不匹配,,
,shamir_phrase_not_match_desc,The seed phrase is incorrect. Please re-verify and try again.,P2,,助记词不正确，请重新尝试。,？,
,shamir_phrase_cancel_create_title,Quit Wallet Setup?,P2,,取消？,？,
,shamir_phrase_cancel_create_desc,"If you cancel, any confirmed Shares will be lost.",P2,,如果取消，之前输入的分片助记词将不会被保存。,？,
,shamir_phrase_continue_btn,Continue,P2,待定,继续,,
,shamir_phrase_share_number_fmt,Share #F5870A %d#/%d,,,分片 #F5870A %d#/%d,,
,shamir_phrase_share_notice_fmt,"Please confirm you are the custodian of the
Share #F5870A %d#",,,请确认您是分片 #F5870A %d# 的托管人。,,
,shamir_phrase_share_backup_notice_fmt,Write down your Share #F5870A %d# phrase and keep it properly.,,,写下您分片 #F5870A %d# 的助记词，并妥善保管。,,
,shamir_phrase_share_confirm_notice_fmt,Select the words below in the correct order of your Share #F5870A %d# phrase to validate your seed phrase.,,,按照正确顺序选择分片 #F5870A %d# 的助记词，已验证您保存了当前分片的助记词。,,
,shamir_phrase_cancel_create_btn,Quit,P2,,退出,？,
import wallet/single import,import_wallet_phrase_words_title,Seed Phrase Count,P2,,助记词数,,
,import_wallet_phrase_12words,12 Words,P2,,12字,,
,import_wallet_phrase_18words,18 Words,P2,,18字,,
,import_wallet_phrase_24words,24 Words,P2,,24字,,
,import_wallet_phrase_title,Import Your Seed,P2,,导入您的种子,,
,import_wallet_phrase_desc,Enter your seed phrase in the blanks provided below.,P2,,输入助记词当下列方框内。,,
,import_wallet_phrase_clear_btn,Clear,P2,,清除,,
,import_wallet_invalid_phrase_title,Invalid Seed Phrase,P2,,助记词无效,,
,import_wallet_invalid_phrase_title_desc,The seed phrase you've entered is invalid. Please re-verify your backup and try again.,,,您输入的助记词无效。请检查您所备份的助记词，重新尝试。,,
,import_wallet_choose_method,Choose Import Method,,,选择导入方法,,
,import_wallet_single_backup_desc,Recover your wallet with the specific seed phrase. Please complete the setup process in one go to avoid any security risks.,,,选择特定的助记词类型来恢复钱包。请一次完成设置过程，以避免任何安全风险。,,
,import_wallet_single_phrase,Single Secret Phrase,,,标准助记词,？,
,import_wallet_single_phrase_desc,"You'll need a 12/18/24 seed phrase
to recover your wallet",,,您需要使用 12/18/24 字的助记词来恢复钱包。,,
,import_wallet_shamir_backup,Shamir Backup,,,分片助记词,,
,import_wallet_shamir_backup_desc,"You'll need a couple of seed phrase
shares to recover your wallet",,,您需要多个分片助记词来恢复您的钱包。,,
,import_wallet_invalid_phrase_desc,The phrase you typed is invalid. Please check your backup and try again,P2,,您输入的助记词无效。请检查您所备份的助记词，重新尝试。,,
import wallet/SSB,import_wallet_ssb_words_title,Seed Phrase Count,,,助记词数,,
,import_wallet_ssb_20words,20 Words,,,20字,,
,import_wallet_ssb_33words,33 Words,,,33字,,
,import_wallet_ssb_title_fmt,Share #F5870A %d#,P2,,分片＃F5870A％D＃,,
,import_wallet_ssb_step_fmt,%d of %d,,,%d 的 %d,,
,import_wallet_ssb_desc_fmt,Enter your  #F5870A %d#-word seed phrase for Share #F5870A %d# in the blanks provided below.,P2,,请将您分片#F5870A %d# 的助记词输入到下列空白框内。,,
,import_wallet_ssb_incorrect_title,Duplicate Share,P2,待定,重复分片,,
,import_wallet_ssb_repeat_desc,The Share entered has already been previously inputted. Please submit a different Share.,P2,待定,该分片已经被倒入过，请输入其他分片助记词。,,
,import_wallet_ssb_notbelong_title,Share Mismatch,,,分片助记词不匹配,,
,import_wallet_ssb_notbelong_desc,The Share you've entered doesn't correspond to this backup. Please re-verify your backup and try again.,P2,,您输入的助记词与该钱包不匹配。请检查您所备份的助记词，重新尝试。,,
,import_wallet_ssb_cancel_title,Cancel Import Wallet?,P2,待定,取消钱包导入？,,
,import_wallet_ssb_cancel_desc,"Upon cancellation, you will be required to re-enter all the Shares again.",P2,,一旦取消，您需要再次输入所有的分片助记词才能进入。,,
,import_wallet_ssb_cancel_btn_1,Not Now,,待定,稍后,,
,import_wallet_ssb_cancel_btn_2,Quit,,待定,取消,,
,import_wallet_duplicated_share_title,Duplicate Share,,,重复分片,,
,import_wallet_duplicated_share_desc,"You’ve already checked this share, please use another share to continue.",,,该分片已验证通过，请继续输入下一分片的助记词。,,
,import_wallet_share_success_desc,This share of your seed phrase matches your wallet.,,,您的助记词与您的钱包相匹配。,,
connect wallet,connect_wallet_title,Connect Wallet,P2,,连接钱包,,
,connect_wallet_desc,Scan the QR code with your software wallet,P2,,使用软件钱包扫描该二维码,,
,connect_wallet_xpub_qrformat,QR Code Format,P2,,二维码格式,,
,connect_wallet_xpub_addresstype,Address Type,P2,,地址类型,,
,connect_wallet_keystone_hint,Select networks you’d like to manage in the software wallet,,,选择您想在软件钱包中管理的网络,,
,connect_wallet_scan,Scan the QR code with your software wallet,,,使用软件钱包扫描该二维码,,
,connect_wallet_supported_networks,Supported Networks,,,支持的网络,,
,connect_wallet_select_network,Select Network,,,选择网络,,
,connect_wallet_select_network_hint,Select the networks you'd like to display within the software wallet.,,,选择要在软件钱包中显示的网络。,,
,connect_wallet_choose_wallet,Choose Wallet,,,选择钱包,,
,connect_wallet_upgrade_hint,Please upgrade to the latest version for access to expanded software wallet compatibility.,,,请升级到最新版本，以体验最新兼容的软件钱包。,,
,connect_wallet_instruction,Follow the instructions below:,,,连接方式说明：,,
,connect_wallet_eternl_step1,Select accounts you’d like to import on your Eternl wallet,,,选择您想同步到 Eternl 钱包的帐户,,
,connect_wallet_eternl_step2,Scan the QR code via your Keystone,,,使用 Keystone 扫描二维码,,
,connect_wallet_eternl_step3,Approve the request to generate a new QR code on your Keystone,,,通过请求，然后 Keystone 会生成一个二维码,,
,connect_wallet_eternl_step4,Scan the QR code via Eternl wallet,,,使用 Eternl 钱包扫描 Keystone 上生成的二维码,,
,connect_wallet_key_request_fmt,%s Wallet wants to get your public key on your Keystone: ,,,％s 钱包请求获取 Keystone 上的部分扩展公钥：,？,
derivation_path,derivation_path_select_btc,Select the address type you’d like to use for Bitcoin,,,选择要用于比特币的地址类型,,
,derivation_path_btc_1_desc,"Modern format, lower fees, starts with ""bc1q.""",,,当前主流的地址类型，交易费较低，地址以“ bc1”开头。,,
,derivation_path_btc_2_desc,"Legacy & SegWit compatible, medium fees, starts with ""3.""",,figma,兼容 “Legacy” 和 “Segwit” 地址类型，交易费中等，地址以“ 3”开头。,,
,derivation_path_btc_3_desc,"Original format, higher fees, starts with ""1.""",,,最初的比特币地址格式，交易费较高，地址以“ 1”开头。,,
,derivation_path_btc_4_desc,"Taproot: Enhanced privacy and efficiency, starts with ""bc1p.""",,,Taproot：,待定,
,derivation_path_select_eth,Select the derivation path you’d like to use for Ethereum,,figma,选择以太坊地址的衍生路径,,
,derivation_path_eth_standard_desc,"Default, follows BIP44, widely used.",,figma,默认路径，遵循 BIP44，广泛使用。,,
,derivation_path_eth_ledger_live_desc,"Ledger-specific, optimized for Ledger device.",,figma,Ledger 对应的以太坊地址路径。,,
,derivation_path_eth_ledger_legacy_desc,"Older Ledger format, less common.",,figma,较老的 Ledger 地址衍生路径，不常用。,,
,derivation_path_select_sol,Select the derivation path you’d like to use for Solana,,figma,选择要用于 Solana 的推导路径,,
,derivation_path_sol_1_desc,,,figma,,,
,derivation_path_sol_2_desc,,,figma,,,
,derivation_path_sol_3_desc,,,figma,,,
,derivation_path_select_near,Select the derivation path you’d like to use for Near,,,选择 Near 的衍生路径,,
,derivation_path_near_standard_desc,Recommended. Widely adopted across numerous NEAR wallets.,,,推荐路径，被许多 Near 钱包采用。,,
,derivation_path_near_ledger_live_desc,,,,,,
,derivation_path_address_eg,Addresses eg.,,,例如：,,
,derivation_path_address,Address,,,地址,,
,derivation_path_change,Change Derivation Path,,,改变地址路径,,
device setting,device_setting_mid_btn,Device Settings,P2,,设备设置,,
,device_setting_wallet_setting_title,Wallet Settings,P2,,钱包设置,,
,device_setting_wallet_setting_desc,Name / Passcode / Passphrase...,P2,,名称 /密码 /密语钱包...,,
,device_setting_system_setting_title,System Settings,P2,,系统设置,,
,device_setting_system_setting_desc,Language / Screen / Reset...,P2,,语言 /屏幕 /重置...,,
,device_setting_connection_title,Connection,P2,,连接方式,,
,device_setting_connection_desc,USB / MicroSD Card,P2,,USB / microSD卡,,
,device_setting_about_title,About,P2,,关于,,
,device_setting_about_title_desc,v1.0.2,,注意,v1.0.2,,
,wallet_settings_mid_btn,Wallet Settings,P2,,钱包设置,,
,wallet_setting_passcode,Fingerprint & Passcode,P2,,指纹/密码,,
,wallet_setting_passphrase,Passphrase,P2,,密语钱包,,
,wallet_setting_seed_phrase,Seed Phrase Check,P2,,验证助记词,,
,wallet_setting_add_wallet,+ Add Wallet,P2,,+添加钱包,,
,fingerprint_passcode_mid_btn,Fingerprint & Passcode,P2,,指纹/密码,,
,fingerprint_passcode_fingerprint_setting,Fingerprint Settings,P2,,指纹设置,,
,fingerprint_passcode_reset_passcode,Reset Passcode,P2,?,重置密码,,
,fingerprint_add,Add Fingerprint,,,添加指纹,,
,fingerprint_add_desc,Position your finger on the sensor and lift it up once you sense the vibration.,,,将手指放在传感器上，感觉到振动后抬起手指。,,
,fingerprint_add_success,Add Successfully,,,添加成功,,
,fingerprint_add_failed,Failed to Add,,,添加失败,,
,fingerprint_add_failed_use_another,"Failed to add fingerprint, please use another finger and try again",,,无法添加指纹，请使用另一根手指,,
,fingerprint_add_failed_duplicate,"Duplicate finger, please use a different finger",,,重复指纹，请尝试使用其他手指,,
,fingerprint_unlock_device,Unlock Device,,,解锁设备,,
,fingerprint_sign_tx,Sign Transactions,,,交易签名,,
,fingerprint_nth,Finger %d,,,指纹 ％d,,
,fingerprint_add_btn,+ Add Fingerprint,,,+添加指纹,,
,fingerprint_up_to_3,You can add up to 3 fingerprints,,,您最多可以添加 3 个指纹,,
,fingerprint_remove,Remove Fingerprint,,,删除指纹,,
,fingerprint_nth_remove_title,Remove Fingerprint?,,,删除指纹？,,
,fingerprint_add_password,Now we need you to enter your passcode to encrypt and store the fingerprint.,,,请输入设备密码来加密存储您的指纹。,,
,fingerprint_nth_remove_desc,Do you really want to delete Finger %d?,,,您真的想删除Finger％D吗？,,
,change_passcode_mid_btn,Enter Passcode,P2,?,输入密码,,
,set_passcode_title,Set a PIN Code,P2,,设置PIN码,,
,set_passcode_desc,This PIN code will be used to unlock your wallet and authorize transactions.,P2,待定,此PIN码将用于解锁您的钱包以及签署交易。,,
,change_passcode_warning_title,Remember your Passcode,P2,,记住您的密码,,
,change_passcode_warning_desc,"If forgotten, you'll have to verify the seed phrase for this wallet to reset the passcode.",P2,,如果您忘记了密码，则需要通过验证您的助记词来重置密码。,,
,repeat_passcode_title,Re-Enter PIN Code,P2,,重新输入PIN码,,
,repeat_passcode_desc,Double confirm the PIN code you've entered.,P2,,再次确认您的PIN码。,,
,change_passcode_reset_title,"Resetting, Keep Device ON",P2,,重置中，保持设备开启状态......,,
,change_passcode_reset_desc,Writing Secure Element...,P2,,写入安全芯片中...,,
,change_passcode_reset_success_title,Reset Successful,P2,待定,重置成功,,
,change_passcode_reset_success_desc,Your passcode has been reset successfully.,P2,,您的密码已成功重置。,,
,passphrase_enter_passcode,Passphrase,P2,,密语钱包,,
,passphrase_access_switch_title,Passphrase Quick Access,P2,,密语钱包快捷访问,,
,passphrase_access_switch_desc,Create a passphrase shortcut for device boot-up,P2,,开启后将会在设备重启后展示密语钱包快捷入口,,
,passphrase_enter_input,Input passphrase,P2,,输入密语,,
,passphrase_enter_repeat,Confirm passphrase,P2,,确认密语,,
,passphrase_error_not_match,Passphrase mismatch,,,密语不匹配,,
,passphrase_error_too_long,input length cannot exceed 128 characters,,,输入长度不能超过128个字符,,
,passphrase_learn_more_title,What is a Passphrase?,P2,,什么是密语钱包？,,
,passphrase_learn_more_desc1,A passphrase offers an extra level of security to your current seed phrase.,P2,,密语钱包为您的设备提供了额外的安全保障；,,
,passphrase_learn_more_desc2,Each unique passphrase generates a different wallet.,P2,,"每个唯一的密码子都会产生不同的钱包。
密语不同，则生成的密语钱包不同；",,
,passphrase_learn_more_desc3,"To recover your wallet, both the passphrase and seed phrase are required.",P2,,想要进入同一密语钱包，请确保您的助记词和密语都是正确的。,,
,passphrase_learn_more_desc4,Forgetting the passphrase can result in the loss of access to your digital assets.,P2,,如果您将资产存储在密语钱包内，忘记密语会让您无法找回资产。,,
,passphrase_learn_more_link,Learn More,P2,,了解更多,,
,passphrase_learn_more_qr_title,What is a Passphrase?,P2,,什么是密语钱包？,,
,passphrase_learn_more_qr_link,https://keyst.one/t/3rd/passphrase,P2,,https://keyst.one/t/3rd/passphrase,,
,passphrase_add_password,Now we need you to enter your passcode to setup passphrase wallet.,,,现在，请输入设备密码来设置密语钱包。,,


,seed_check_mid_btn,Seed Phrase Check,P2,,助记词检查,,
,seed_check_single_phrase,Standard Seed Phrase,P2,,标准助记词,,
,seed_check_share_phrase,Shamir Backup,P2,,分片助记词,,
,seed_check_single_phrase_title,Enter Your Seed,P2,,输入助记词,,
,seed_check_share_phrase_title,Enter your seed phrase to verify if it matches your current wallet.,P2,,输入您的助记词以验证它是否与当前钱包匹配。,,
,seed_check_wait_verify,Verifying,P2,,验证中......,,
,seed_check_verify_match_title,Verification Successful,,新补充的,验证成功,,
,seed_check_verify_match_desc,Your seed has been validated and successfully verified.,P2,,助记词验证成功,,
,seed_check_verify_not_match_title,Verification Failed,P2,,验证失败,,
,seed_check_verify_not_match_desc,The seed phrase is incorrect. Please re-verify and try again.,P2,,助记词不正确，请重新尝试。,,
,wallet_settings_add_info_title,Notice,P2,,注意,,
